Left,Right
121,115
141,62
94,73
52,114
130,84
73,64
100,109
28,125
34,119
17,19
53,123
23,136
130,56
38,64
20,131
134,139
125,131
108,100
16,107
88,108
147,53
60,90
97,22
41,39
9,58
52,45
74,28
36,102
148,59
128,4
29,123
146,8
10,94
9,112
111,10
34,20
99,129
131,95
61,147
44,101
144,83
101,94
81,7
94,125
102,32
149,31
78,58
33,134
22,51
60,148
17,31
133,29
127,83
119,16
30,28
104,1
19,97
90,3
14,114
126,17
89,5
130,108
64,128
42,67
148,42
95,82
143,107
136,39
44,35
111,73
50,110
62,71
125,83
120,85
63,82
124,9
117,37
14,145
43,54
122,105
79,60
61,121
144,146
15,97
136,111
11,66
68,71
112,102
83,95
30,99
16,87
55,42
2,32
112,133
108,128
73,84
139,73
64,5
41,74
117,125
2,133
39,149
43,28
147,135
97,60
56,85
1,20
128,34
124,98
84,50
51,29
57,80
20,72
19,106
74,2
6,141
16,90
89,90
74,6
42,48
30,139
105,69
136,100
80,60
71,15
146,106
99,116
60,39
48,44
44,31
121,105
119,133
113,13
93,39
139,33
69,115
109,69
29,53
6,44
107,91
129,24
147,100
108,22
82,13
16,127
114,143
64,140
48,116
113,121
7,129
66,64
31,109
77,20
5,135
50,66
112,99
121,85
55,60
135,128
147,18
119,124
92,38
116,40
62,68
103,31
131,141
42,112
62,121
62,138
82,47
137,39
63,116
86,53
62,42
13,52
148,147
107,58
51,25
32,75
123,75
143,117
116,127
139,74
83,112
41,22
140,80
33,2
126,107
119,144
36,125
92,134
121,35
54,92
115,42
28,76
31,44
140,51
136,84
31,73
16,98
110,44
3,71
88,126
139,102
118,8
97,48
91,43
31,79
34,111
80,61
40,119
84,146
53,35
19,137
138,76
96,93
13,106
90,110
124,79
79,36
27,89
143,53
51,142
101,48
13,39
110,117
27,113
54,136
97,59
145,100
128,101
142,21
136,48
114,76
2,50
4,147
86,67
100,130
102,121
96,8
72,18
17,77
93,106
101,138
30,22
47,21
51,16
122,21
126,64
33,99
65,80
23,84
102,103
18,79
122,125
115,141
57,25
66,91
20,59
124,147
58,19
148,25
46,131
113,39
90,133
148,11
79,54
133,86
59,103
51,102
58,87
45,17
116,78
78,88
26,14
12,56
40,139
95,136
119,130
111,2
84,113
30,148
93,100
98,47
131,80
128,7
14,44
51,69
21,117
37,8
85,127
54,138
149,26
85,37
47,75
99,121
90,83
64,27
3,140
48,83
133,130
53,42
91,51
42,8
91,17
38,91
64,142
141,45
3,19
123,94
48,101
18,91
32,141
70,125
23,98
83,15
37,4
10,103
30,26
68,134
27,65
127,79
25,49
12,106
147,73
67,72
49,52
85,103
144,28
7,72
143,90
72,38
3,14
38,130
70,34
42,12
46,103
122,143
76,42
108,138
138,147
81,149
7,56
145,75
19,138
116,24
81,131
124,36
33,4
41,38
44,110
92,49
118,51
9,113
17,88
53,116
61,70
108,13
137,58
93,38
5,100
22,146
52,21
123,122
72,76
19,126
41,100
115,106
109,46
48,28
42,31
65,78
115,58
79,104
72,9
10,95
122,30
125,117
56,129
54,19
36,14
70,93
69,85
101,89
23,42
75,24
71,13
18,114
39,43
2,97
143,52
105,45
137,73
114,117
142,92
3,102
26,49
103,38
143,22
79,142
91,105
42,117
81,50
132,146
69,121
5,45
111,118
138,88
142,118
107,124
146,110
84,36
148,138
133,19
77,61
20,138
11,27
115,132
139,35
53,88
11,127
6,127
79,7
89,109
114,67
1,25
29,79
133,91
116,83
2,66
127,91
30,51
126,1
77,2
127,140
141,94
37,105
17,94
75,128
55,130
110,22
51,120
4,143
105,57
54,121
31,42
55,94
33,31
24,77
92,97
1,38
42,124
90,79
121,28
139,148
128,78
85,16
102,4
73,4
62,84
72,124
24,104
98,134
94,132
70,29
36,97
104,96
40,125
132,39
106,147
46,114
105,68
132,106
12,95
95,22
87,50
4,94
124,18
47,30
29,108
134,140
78,47
100,88
1,18
128,81
102,61
103,13
11,138
106,64
97,17
100,8
71,119
104,122
125,123
104,30
20,75
43,137
102,68
142,128
56,121
103,8
7,38
65,29
9,68
95,101
19,133
43,91
26,79
21,97
3,65
55,28
99,42
113,62
127,104
7,110
24,94
125,142
2,69
102,101
62,139
35,69
57,85
145,70
23,76
100,104
37,89
73,114
90,96
96,136
10,50
143,24
112,16
146,116
121,83
118,132
6,41
94,21
24,23
10,65
90,145
91,30
115,107
86,41
124,41
114,52
125,75
29,31
115,112
78,3
140,85
101,13
122,147
67,82
48,58
87,135
14,26
30,130
105,56
8,120
7,11
25,11
54,57
72,56
75,95
61,81
23,36
74,146
13,119
54,37
70,146
18,45
73,99
2,38
75,65
45,47
117,41
105,120
40,149
74,134
10,117
46,9
39,21
17,99
67,142
59,27
138,121
31,121
47,42
125,137
104,121
124,97
113,135
38,63
87,123
5,80
53,61
91,62
110,60
81,5
1,67
20,61
121,89
41,122
34,50
28,52
55,118
70,54
131,53
47,29
39,99
68,24
25,5
2,127
56,131
25,42
78,98
146,74
61,132
44,54
140,69
5,21
146,62
5,137
76,125
131,1
98,3
114,135
83,114
112,135
124,19
139,127
96,148
4,71
13,36
148,100
18,6
145,60
10,71
130,123
26,106
99,27
32,40
128,125
44,80
23,99
19,111
36,50
95,78
104,41
148,96
121,52
115,87
30,79
136,36
13,121
143,94
125,28
74,90
135,60
109,95
111,11
127,32
98,60
32,57
53,81
122,106
137,65
149,113
24,73
40,135
14,63
126,7
64,32
73,75
142,94
126,29
25,117
33,25
122,144
36,93
67,122
80,35
57,114
13,29
144,31
39,74
141,127
80,53
54,13
18,128
62,51
97,141
126,55
7,69
111,71
107,129
72,24
100,41
33,32
117,82
100,127
126,77
89,10
47,68
49,3
125,39
80,76
51,136
142,32
95,91
11,49
85,87
109,8
69,6
21,108
13,105
140,125
97,50
14,57
132,147
111,144
17,103
118,50
4,102
60,35
144,118
111,48
148,81
131,62
54,41
56,63
112,115
108,135
46,28
45,115
45,87
139,110
103,108
110,146
136,121
59,50
80,84
45,91
135,94
83,135
74,127
83,90
85,59
7,36
147,45
23,77
118,79
131,41
83,142
123,93
103,94
82,32
41,13
35,23
140,95
22,113
95,92
62,38
139,58
65,57
49,41
116,69
61,137
5,49
111,57
94,45
21,61
95,81
78,108
34,107
103,133
108,18
49,104
133,124
31,19
138,12
52,88
82,51
125,100
61,15
17,44
39,31
132,97
117,32
103,70
11,91
38,70
57,93
145,139
7,51
107,62
34,49
29,115
62,25
33,38
138,111
117,88
147,92
148,8
76,6
115,74
133,137
20,97
114,3
124,125
106,91
101,83
81,145
102,84
57,105
78,131
64,113
50,139
144,110
9,81
13,24
82,11
26,118
37,33
69,147
73,96
21,83
14,82
123,131
38,147
30,23
132,74
139,17
140,93
116,128
81,150
20,16
97,89
122,25
26,3
43,19
73,111
44,65
43,120
102,108
38,11
33,75
40,1
46,130
47,130
52,22
37,7
27,41
73,54
40,19
103,79
94,15
3,97
137,64
82,145
116,20
137,38
131,63
42,13
144,80
135,130
130,2
79,49
140,34
62,47
83,8
51,8
30,140
78,112
32,104
138,96
54,47
135,131
102,52
80,44
26,107
19,80
86,11
66,147
82,74
135,73
126,46
9,60
70,57
107,73
83,97
54,98
39,97
94,92
83,85
68,125
1,15
96,110
31,26
62,146
114,31
122,90
131,147
106,85
75,147
30,54
98,14
38,5
142,5
146,15
8,24
137,49
86,30
85,69
102,110
87,60
144,32
56,9
56,55
113,148
17,75
107,134
76,23
132,19
90,30
116,123
6,133
86,115
51,144
83,111
80,149
62,102
107,138
84,45
17,109
146,121
101,139
19,62
127,129
29,3
54,141
101,11
13,149
104,147
104,133
16,22
18,1
53,82
10,62
60,52
45,57
61,27
59,13
149,83
7,59
76,72
87,146
71,134
41,147
59,53
13,89
111,87
129,4
11,46
70,144
42,43
96,19
71,26
142,122
7,39
67,24
78,101
26,125
55,139
35,25
119,58
9,33
76,33
39,79
54,38
90,44
144,95
15,67
84,119
102,139
4,26
104,57
125,36
104,112
98,30
138,95
147,117
73,95
149,67
66,38
35,11
78,56
76,124
27,103
13,20
81,141
27,98
142,76
120,7
94,141
138,21
15,58
142,10
120,8
141,21
70,147
126,10
132,54
107,57
29,43
129,94
83,42
92,120
6,54
68,34
83,1
115,138
141,47
99,134
2,30
90,33
34,2
97,21
48,115
23,93
20,8
134,111
101,26
123,49
53,9
129,99
54,135
67,63
102,36
134,10
83,149
141,63
43,69
68,4
29,103
5,3
78,140
124,135
3,84
80,1
28,116
137,24
49,37
42,102
64,129
14,108
59,57
90,117
1,10
72,13
5,81
112,68
2,90
65,38
33,143
136,20
72,128
15,11
115,17
32,1
100,33
9,28
100,119
112,105
48,25
46,116
123,95
128,97
69,17
146,65
46,62
103,140
91,78
31,95
30,60
63,8
93,4
105,47
96,12
89,43
114,140
89,141
82,16
19,124
80,102
9,140
92,10
71,138
148,105
129,121
42,119
61,29
6,11
83,79
12,18
52,70
73,22
53,57
120,107
70,48
49,22
12,143
77,93
60,121
11,67
9,1
80,135
28,40
86,64
4,37
47,143
103,148
10,53
146,78
88,31
80,39
143,29
142,139
75,8
109,54
14,51
38,28
76,116
112,145
91,22
43,130
60,113
147,90
95,86
130,143
22,69
81,119
73,20
24,11
78,126
8,129
117,4
49,23
67,119
121,31
91,63
101,134
22,109
12,30
51,19
42,37
61,66
17,125
59,140
7,133
136,137
111,139
30,88
6,1
26,84
41,149
113,55
129,52
149,119
1,40
128,32
11,62
135,110
2,82
65,97
82,127
128,48
9,147
144,132
27,56
108,112
50,61
8,123
21,20
16,120
61,103
47,48
44,50
24,149
75,119
144,133
98,89
28,109
35,36
78,50
143,128
26,70
66,63
111,122
35,100
31,66
6,14
44,109
81,130
2,37
59,147
14,130
85,129
88,16
75,26
26,124
6,95
99,93
122,119
107,19
98,9
46,49
41,144
21,4
72,145
7,40
39,17
43,111
47,112
76,41
12,128
62,34
120,133
29,75
137,62
135,104
132,30
74,144
62,27
2,132
24,103
115,59
51,70
136,108
82,69
96,108
80,56
135,125
46,90
39,137
65,61
110,29
136,113
58,124
65,145
47,35
101,17
22,45
114,115
60,40
73,74
142,9
19,140
71,42
57,83
29,124
40,104
30,76
142,34
69,87
31,128
33,113
125,111
16,101
111,15
61,46
115,86
11,103
95,110
96,14
74,10
73,83
127,72
115,79
71,124
5,55
102,106
32,98
47,97
131,148
40,8
103,126
71,84
76,18
46,78
48,53
76,5
54,97
86,88
39,53
36,29
85,143
57,86
34,73
48,122
97,137
118,25
59,116
66,11
108,44
12,4
47,6
132,38
100,144
46,43
104,31
24,37
98,130
129,18
73,38
50,132
110,122
143,146
34,14
127,87
127,101
52,141
104,60
96,133
92,67
56,90
81,2
41,77
134,76
126,146
118,23
122,68
35,57
41,119
72,32
60,46
145,69
93,139
31,20
66,52
55,89
62,7
41,134
4,137
147,107
39,75
76,47
21,91
94,111
21,134
93,50
45,74
99,137
137,108
105,76
33,82
118,42
47,2
2,114
131,14
86,106
4,80
40,96
11,43
145,63
54,21
74,44
12,31
149,135
143,97
146,94
31,77
71,77
2,60
120,34
77,65
48,96
2,146
114,72
41,57
94,112
114,133
63,118
107,43
11,48
1,65
126,12
135,25
25,24
135,87
89,29
79,80
109,25
114,84
4,8
101,147
107,3
112,43
126,128
94,47
14,90
86,111
67,128
52,91
45,25
40,50
89,142
146,102
142,25
55,104
36,85
95,138
41,146
8,59
126,53
139,43
48,90
130,95
144,109
26,97
139,80
130,101
30,13
119,43
64,2
57,79
55,112
25,20
94,103
17,29
121,137
131,20
28,128
120,3
86,69
142,104
112,36
89,124
144,4
60,108
48,76
99,94
56,8
2,130
8,108
130,93
139,93
133,45
138,36
29,66
19,107
62,22
118,49
21,59
60,93
73,113
135,11
45,131
40,20
148,30
20,137
15,109
106,28
148,102
37,93
77,72
32,86
92,123
1,68
136,43
136,81
129,108
54,102
126,42
130,135
92,27
86,101
36,45
147,29
18,65
107,144
128,86
83,108
62,110
113,81
69,26
113,94
144,63
51,43
26,12
94,24
24,87
38,32
100,5
87,27
109,83
11,61
51,75
58,73
43,90
24,62
131,137
59,37
105,87
41,145
26,83
91,115
62,96
96,47
82,104
113,17
56,49
86,59
12,84
88,83
108,87
67,131
34,137
8,6
90,95
102,129
52,127
37,9
95,149
6,62
142,109
72,58
41,87
145,19
120,66
96,23
41,40
62,56
50,56
42,107
135,44
122,35
54,33
70,77
73,34
11,52
136,30
13,145
98,37
137,116
69,1
116,145
84,69
135,78
102,45
64,41
14,111
30,95
2,124
45,82
64,60
54,150
131,17
26,65
100,93
46,63
92,18
140,72
36,39
118,33
70,136
47,99
50,51
65,134
21,11
66,81
144,8
86,55
43,12
72,144
49,21
96,101
59,25
6,47
147,95
34,59
140,56
19,28
31,124
112,111
20,109
123,12
3,7
106,74
15,133
115,45
132,2
81,11
59,35
132,33
112,54
122,1
133,22
72,94
99,32
26,60
77,41
39,121
139,28
32,90
113,11
2,6
62,147
100,126
63,122
110,74
70,99
59,20
84,64
11,87
117,6
79,41
111,130
68,28
61,33
47,71
83,55
72,30
126,148
16,35
130,65
61,135
84,54
43,9
88,35
1,98
13,45
96,18
132,80
41,130
32,7
106,86
141,25
1,83
73,123
103,128
96,86
9,86
68,19
41,95
14,97
21,141
39,104
129,22
47,31
81,139
9,101
100,64
36,55
89,72
136,53
20,79
139,1
49,92
1,81
69,77
21,102
120,132
5,1
111,115
140,12
30,77
124,95
12,89
31,137
86,92
68,138
40,136
103,22
73,50
7,141
137,133
12,41
89,104
119,50
2,29
14,55
89,61
142,31
132,96
129,61
43,113
129,34
93,120
49,112
69,120
147,128
66,138
19,25
54,26
59,131
9,54
132,65
126,9
35,106
69,86
3,125
10,133
118,36
67,21
69,76
8,135
34,125
147,126
22,139
16,146
7,64
74,27
78,69
142,24
9,119
38,100
130,35
128,82
3,136
36,134
145,82
93,14
24,28
149,137
104,65
113,59
76,10
122,148
130,104
63,5
109,101
16,4
68,91
132,71
9,124
48,127
113,124
8,31
103,63
98,88
132,51
39,1
149,17
102,70
77,124
52,95
136,140
115,90
81,133
139,120
148,144
82,135
22,20
61,19
57,143
6,59
52,90
30,92
40,145
74,67
128,33
126,110
19,135
110,148
5,93
87,90
8,96
135,38
123,68
87,23
148,99
121,15
50,134
7,2
58,98
101,97
27,24
115,78
96,95
24,57
58,148
2,54
104,52
50,111
3,61
114,118
44,49
117,114
12,122
4,54
78,89
139,47
39,44
57,13
4,77
55,97
35,135
22,132
69,70
59,83
144,27
149,22
23,53
73,88
32,12
142,98
105,110
8,68
126,14
6,101
56,25
65,130
35,137
132,142
7,4
115,130
9,3
68,17
17,143
61,76
74,43
145,142
60,63
144,68
56,123
103,116
77,110
53,48
111,86
105,2
47,41
124,106
113,15
98,16
14,124
124,29
83,61
92,143
50,118
59,41
49,85
47,65
14,91
134,54
137,17
10,42
29,94
25,62
73,97
69,113
109,64
54,103
137,145
28,99
14,149
70,26
142,135
17,86
77,66
23,73
69,5
60,106
111,3
36,46
106,127
102,24
92,48
129,93
6,31
123,72
44,7
7,19
83,67
101,78
70,74
57,42
61,40
18,93
12,21
30,36
47,79
38,76
60,67
38,116
106,66
52,102
111,60
6,32
8,49
135,97
16,19
148,28
124,42
29,118
13,88
130,110
73,122
132,10
108,39
73,61
126,63
28,33
28,68
80,140
115,80
10,100
72,100
36,131
55,41
120,76
46,107
102,27
1,58
44,18
24,82
8,136
5,119
112,50
63,33
119,86
32,70
103,131
54,126
14,2
61,116
107,27
39,131
25,83
128,87
86,98
70,103
109,146
14,126
94,114
42,79
122,48
104,105
99,106
51,149
15,129
137,36
2,58
112,118
48,89
4,75
142,127
135,45
24,5
30,42
120,22
149,131
142,13
82,61
6,40
67,69
124,20
38,146
142,45
9,19
106,142
20,66
126,34
26,51
93,2
135,119
119,10
139,126
49,59
38,107
3,56
96,104
117,28
127,86
17,108
120,33
44,100
130,62
123,56
69,111
108,101
116,107
79,71
63,86
4,2
13,134
26,21
97,16
55,16
123,148
141,32
32,134
132,28
98,28
97,69
84,19
100,17
61,32
132,84
103,23
26,137
133,46
14,9
109,45
136,112
32,26
83,40
68,27
50,65
93,88
4,17
76,15
92,39
138,9
93,77
1,62
2,59
97,107
81,90
42,29
111,58
100,27
19,55
86,148
1,113
132,34
131,116
7,32
127,138
78,122
64,3
25,48
12,38
117,9
110,143
142,121
95,107
22,130
95,142
121,72
64,71
145,61
7,98
18,137
117,65
25,84
59,130
139,44
30,10
77,44
67,123
100,70
118,108
96,118
115,84
51,14
92,63
51,100
133,138
104,39
26,50
87,128
33,3
139,118
59,71
50,78
106,120
61,49
27,29
36,59
143,59
21,46
102,147
138,67
78,62
132,141
123,89
128,126
128,88
61,114
19,83
145,141
67,31
114,40
83,140
44,43
98,123
26,67
35,92
131,64
138,65
107,133
56,71
33,132
89,118
26,122
46,110
85,108
82,86
63,131
135,27
25,104
92,57
11,124
24,128
105,10
57,60
26,115
49,8
131,40
46,124
130,36
1,41
95,67
23,125
28,29
140,52
85,67
6,122
28,85
58,131
19,67
43,25
30,1
36,98
64,16
10,143
3,94
28,147
24,3
121,39
36,61
85,43
140,59
79,39
35,72
102,105
129,53
12,20
54,77
114,49
73,93
10,93
42,90
38,88
22,117
39,28
79,75
58,43
132,42
33,147
133,143
87,139
7,67
104,107
110,111
44,55
8,103
73,68
103,107
8,79
49,33
36,111
137,78
117,91
42,97
71,76
131,83
100,55
119,29
26,73
105,122
12,150
75,116
132,24
55,69
79,11
59,148
3,93
118,12
61,4
121,107
95,113
106,136
34,36
102,65
77,138
87,111
117,44
140,126
85,90
125,54
29,122
20,116
23,118
124,34
71,93
15,143
124,6
83,115
23,32
86,43
77,29
132,125
31,140
48,33
95,5
16,69
75,66
145,12
123,23
121,112
10,82
22,5
39,95
56,38
144,90
144,71
12,87
25,142
34,92
45,88
52,73
80,8
103,71
46,94
6,129
5,144
31,101
138,41
5,71
63,70
65,118
126,82
115,66
113,54
132,64
43,121
107,32
15,108
75,137
33,129
3,101
17,69
88,104
124,138
124,15
46,71
32,120
147,89
124,119
3,69
123,85
125,113
57,65
56,28
62,72
83,121
40,117
9,127
15,146
140,39
5,41
126,101
10,112
61,94
136,122
109,97
12,53
133,31
9,66
80,73
146,76
116,109
135,137
135,85
23,60
113,108
107,21
15,9
5,112
106,15
44,33
122,67
1,104
142,134
128,144
11,83
19,130
28,72
118,117
128,91
82,123
64,114
72,119
86,37
44,77
59,129
96,106
56,145
35,4
132,119
70,68
78,130
106,7
96,105
30,78
46,83
131,107
132,98
50,113
37,128
4,149
135,62
43,77
133,114
50,1
83,143
9,130
64,84
46,39
52,137
106,87
40,71
27,53
101,27
133,75
87,46
30,53
130,136
31,129
51,22
97,23
57,30
32,143
26,2
133,145
106,60
129,87
91,57
42,14
71,113
32,122
114,13
11,126
122,93
88,112
134,45
57,36
83,59
144,101
139,95
128,43
146,139
85,54
32,137
7,89
137,85
24,76
33,140
145,50
120,11
107,64
90,146
130,42
84,30
6,58
65,129
97,10
40,132
135,40
53,129
35,123
1,91
132,105
31,39
32,71
83,148
104,145
5,10
104,120
96,123
29,102
140,31
115,61
39,8
63,143
13,19
64,14
23,148
18,57
137,111
18,73
31,37
32,102
32,136
105,90
45,19
127,107
88,125
28,88
113,111
18,94
53,125
4,40
146,104
139,84
99,92
33,120
5,134
123,119
122,73
146,16
73,86
123,80
15,18
56,140
72,91
97,12
82,125
96,28
94,97
63,15
84,100
60,104
76,45
56,1
37,45
142,57
33,51
100,6
42,36
27,131
113,72
138,108
58,51
40,83
52,26
127,17
97,83
31,72
92,4
54,71
45,89
83,92
95,130
81,96
45,147
21,143
49,82
40,128
103,43
83,77
7,74
12,78
132,13
121,147
146,13
148,29
53,126
31,29
2,62
126,23
21,15
6,109
126,109
12,142
102,138
134,114
105,131
70,108
64,95
25,85
134,123
21,8
142,8
48,21
69,10
147,111
91,125
68,103
30,7
130,25
74,58
102,6
139,146
61,95
75,84
69,50
22,8
63,112
21,45
119,101
48,140
109,14
22,98
94,60
44,60
81,115
71,52
62,5
28,66
56,83
10,36
73,21
127,77
56,112
116,41
16,56
81,71
66,108
20,34
38,6
137,70
26,140
41,3
89,64
66,135
60,73
39,23
22,24
6,75
110,81
12,49
7,26
46,74
99,40
19,45
72,48
119,37
130,111
111,50
88,48
119,33
67,94
58,3
139,54
133,113
75,115
110,15
126,91
65,45
9,61
89,17
32,50
27,148
123,5
21,41
136,94
82,120
2,89
61,90
131,24
23,10
145,28
75,1
104,68
115,133
77,32
62,127
83,131
83,51
88,148
84,33
80,77
59,104
32,81
67,104
38,138
78,37
147,125
111,21
101,133
65,127
96,38
111,13
48,46
13,133
147,63
80,127
107,76
39,129
11,15
67,144
94,6
48,126
77,39
122,69
33,40
107,142
8,7
8,100
36,17
99,77
123,121
125,127
105,41
140,124
19,139
44,146
141,117
145,99
75,47
98,113
11,140
93,53
127,117
93,67
106,5
32,105
60,61
79,73
92,136
137,10
64,110
136,58
92,129
55,23
51,53
47,139
36,148
34,47
85,21
111,72
96,144
115,44
33,18
43,99
25,39
30,58
114,112
100,36
133,61
50,44
137,129
4,89
6,55
95,63
111,65
94,75
145,20
81,66
6,4
48,18
141,34
35,46
25,43
2,67
112,38
1,64
36,92
42,34
45,60
103,78
91,133
133,60
22,97
137,136
100,140
42,21
43,131
38,108
146,140
62,54
85,136
43,79
40,44
76,40
139,21
117,68
34,7
21,34
100,50
41,37
96,145
117,102
6,120
30,84
49,94
11,121
146,3
39,114
121,60
110,79
29,67
111,49
70,64
127,92
78,48
26,78
14,148
93,118
87,117
47,108
120,123
95,146
91,76
101,21
66,131
89,62
9,80
12,93
14,125
141,109
78,120
69,119
149,48
136,61
58,20
27,135
88,77
108,144
34,87
59,136
138,110
46,104
132,91
55,62
136,6
103,136
114,10
132,114
32,84
25,52
149,43
121,43
37,88
136,82
66,101
123,40
120,81
115,22
11,37
144,97
118,78
36,117
66,44
119,45
66,120
92,94
5,25
71,1
110,12
130,11
88,127
129,21
29,49
55,87
35,111
147,11
102,34
6,106
70,82
121,143
16,105
60,146
86,26
69,104
87,57
42,25
96,3
9,134
12,72
100,136
2,93
48,106
22,13
121,48
27,139
6,12
78,11
120,6
16,49
108,124
28,50
21,136
75,59
113,106
29,132
40,21
66,21
39,32
86,68
78,53
29,47
67,68
101,102
28,145
143,89
98,19
53,99
145,114
83,80
54,122
78,117
142,53
25,115
17,111
67,145
82,31
31,2
100,18
56,79
13,54
7,123
123,4
36,71
138,25
43,40
16,142
34,60
135,139
47,8
50,63
29,46
26,19
62,104
127,16
73,8
105,116
39,14
88,78
30,74
109,29
35,96
76,7
97,53
146,14
145,97
73,55
107,46
29,19
17,21
41,114
112,77
39,45
91,129
109,63
48,2
106,17
145,80
36,135
90,71
81,16
118,125
78,136
32,63
14,106
120,78
122,146
95,133
5,87
52,125
100,15
113,8
115,16
124,70
126,31
124,103
60,49
18,92
122,83
128,5
118,120
105,124
141,113
135,64
51,76
2,100
21,13
146,54
64,99
13,16
46,14
149,46
101,31
50,4
40,111
93,113
142,26
7,23
145,55
139,63
68,146
109,32
20,130
88,34
10,96
32,146
93,142
88,97
57,61
82,136
101,51
47,84
47,104
58,75
42,122
142,78
142,40
115,99
135,123
3,18
41,103
41,66
68,116
77,63
101,16
12,74
30,91
59,118
1,140
65,133
66,57
118,61
80,30
71,102
121,79
137,135
89,35
92,58
122,37
90,18
140,33
71,7
52,99
101,29
27,9
3,122
55,107
58,74
1,4
31,100
6,105
7,113
119,115
66,47
140,128
77,10
123,36
22,71
138,145
117,126
74,128
30,147
92,22
8,93
124,25
103,86
33,123
21,127
113,12
130,141
74,95
67,120
145,107
63,139
80,23
82,33
3,80
66,14
2,26
77,8
60,140
88,87
38,43
124,74
143,136
125,124
66,48
35,77
24,36
92,43
80,36
119,17
85,15
63,132
125,23
9,126
98,42
73,12
132,3
123,66
137,127
13,109
4,86
36,31
110,105
103,64
29,30
27,62
45,16
4,105
117,97
44,126
8,5
142,110
147,108
77,95
133,96
53,64
64,132
71,24
145,111
93,126
86,21
80,96
14,93
6,96
2,134
49,1
89,25
103,50
111,141
16,24
132,23
39,100
33,121
34,89
51,48
30,62
138,75
96,58
34,4
138,107
98,121
148,34
86,82
119,60
141,123
148,16
2,74
118,84
97,139
103,58
15,40
39,77
12,114
50,147
38,69
89,81
35,124
10,148
125,138
92,78
53,62
113,27
49,56
76,29
62,28
92,130
145,87
16,79
75,64
91,48
16,70
100,142
119,30
101,142
6,103
74,100
145,74
57,67
135,101
99,90
25,37
116,106
71,40
124,57
121,46
46,36
25,108
95,21
116,3
139,13
51,61
1,79
84,81
22,105
146,1
68,55
125,4
34,30
47,137
59,139
138,72
66,55
135,114
21,37
29,26
86,32
7,61
79,14
135,127
101,77
31,49
50,142
43,141
139,71
36,123
21,103
147,127
52,49
139,144
89,129
144,81
99,33
39,16
28,78
30,41
34,124
98,6
137,95
134,113
126,11
61,3
45,127
134,142
17,72
34,31
17,13
114,25
115,41
102,23
94,32
106,59
62,140
66,122
25,51
86,27
145,113
111,52
82,71
109,28
97,38
79,113
20,78
149,140
20,146
82,100
144,37
55,8
42,85
149,47
115,108
110,17
9,94
59,84
26,22
14,21
124,118
77,55
78,150
87,44
47,77
136,96
112,73
20,42
7,114
9,30
71,135
97,30
34,112
149,23
136,57
142,15
91,82
125,67
103,120
7,79
116,85
53,16
104,26
40,30
28,32
39,7
60,42
56,82
88,96
47,15
93,140
123,115
43,107
128,123
59,78
67,133
35,136
47,116
120,88
143,48
63,115
30,6
24,16
7,24
113,146
54,42
72,90
53,80
20,43
104,144
59,48
16,73
6,136
144,39
66,8
73,2
143,21
114,145
3,145
136,62
79,81
70,60
28,71
51,137
84,59
122,24
69,59
47,69
2,149
50,119
113,122
27,47
90,40
19,2
70,6
128,13
32,52
121,110
121,19
120,140
53,85
45,81
89,114
15,137
98,49
6,7
120,119
29,96
20,69
16,84
87,10
110,129
135,48
114,42
79,37
73,19
95,39
19,3
109,134
149,100
143,111
120,98
10,136
144,114
100,120
100,82
8,64
59,32
50,47
113,49
137,92
105,71
127,97
52,131
85,140
67,95
18,42
39,108
22,53
86,65
74,84
148,55
117,105
128,131
10,23
16,132
70,84
54,78
52,83
51,95
110,75
95,99
134,32
10,138
57,133
80,99
86,124
128,15
1,60
51,9
136,115
114,90
18,26
119,93
73,121
144,108
37,98
130,14
132,99
95,71
37,58
99,68
109,117
134,74
136,88
87,98
57,4
63,140
112,76
145,9
72,3
74,109
72,14
140,50
61,141
147,97
41,73
94,77
124,130
146,23
123,91
85,57
113,109
63,22
15,95
28,45
121,68
2,99
76,64
100,139
54,74
12,34
141,27
90,131
76,12
34,122
139,90
88,1
55,2
49,139
89,147
145,22
109,128
115,93
30,127
126,41
53,36
148,49
137,8
8,84
73,124
27,3
56,46
80,125
38,80
137,94
118,124
94,56
18,103
76,75
34,26
123,18
115,55
45,130
35,87
45,117
137,144
87,13
116,12
110,132
8,11
50,126
82,80
95,90
133,79
25,4
81,36
61,67
6,150
65,22
142,63
134,88
24,118
145,127
66,68
143,114
131,134
22,142
14,102
74,122
13,17
67,8
87,80
116,81
128,143
21,43
98,53
112,66
99,10
20,141
2,86
11,93
141,146
143,129
124,56
102,119
126,136
136,93
1,46
35,79
49,45
17,62
126,150
96,34
108,9
64,36
29,92
19,79
68,133
48,129
106,20
98,10
90,149
9,14
59,91
42,142
9,16
142,131
92,124
140,18
1,35
24,35
41,20
129,36
45,113
72,28
62,145
142,3
3,129
65,58
142,1
38,93
9,29
29,56
54,130
52,104
132,92
112,41
35,31
74,89
1,3
53,139
15,76
105,91
84,148
143,87
16,50
12,81
29,87
79,42
1,128
33,95
148,17
44,147
112,18
6,36
33,138
88,142
81,85
116,98
76,114
70,129
66,116
124,117
107,39
70,3
62,136
108,50
5,76
105,35
110,51
134,5
64,22
123,19
14,58
57,102
135,26
24,89
51,12
30,112
56,148
28,8
149,118
147,112
46,79
128,127
126,4
105,138
