Left,Right
15,1601
50,1240
58,201
11,648
138,1603
101,1247
120,1111
98,277
118,814
11,518
49,198
102,1597
120,918
72,1257
31,437
3,620
34,592
96,999
133,1187
25,1293
98,1056
149,1004
63,565
81,567
3,497
34,1619
66,505
10,725
43,331
131,1012
34,1139
70,448
111,1115
15,729
37,663
104,579
133,1559
103,1035
94,265
119,1582
40,329
58,1072
96,1535
9,1366
102,425
100,643
149,933
9,1203
104,533
54,1494
35,328
33,1227
45,908
5,1400
60,406
36,762
103,521
146,1430
68,891
122,321
21,272
63,1353
60,754
36,461
25,1093
4,577
143,621
97,866
33,956
14,632
132,519
44,1589
145,1531
135,1338
38,1031
83,1639
125,1590
103,753
42,1379
12,1026
126,1288
13,916
39,894
53,1069
66,282
99,592
132,1007
25,933
72,696
75,894
107,842
13,1353
125,453
75,1229
76,494
9,725
101,915
7,1518
129,1625
136,1647
84,1235
24,337
34,204
68,428
122,698
118,335
100,780
77,890
78,1126
67,682
93,952
67,1558
116,1190
141,883
52,394
82,547
4,462
44,666
69,552
31,1084
54,649
26,890
40,1502
61,629
11,1308
78,594
111,792
27,743
79,363
70,442
109,1297
35,287
140,450
37,840
72,554
141,515
92,764
31,407
111,1482
127,967
33,883
88,986
53,609
76,1290
98,649
29,1129
142,272
19,958
138,1357
101,1197
139,560
43,1268
58,747
17,356
89,158
108,1295
44,524
134,773
7,826
5,868
8,289
6,1275
24,1198
2,732
91,1403
41,620
91,1135
61,1534
92,1075
91,1074
143,1002
105,741
25,1223
134,1538
144,1051
97,750
124,1222
92,1400
8,437
108,1594
2,246
47,1484
49,860
15,208
49,1376
36,1621
142,340
35,470
113,786
72,628
43,753
16,485
109,228
86,784
80,1200
118,1385
17,1423
61,428
64,469
98,1566
106,1646
116,227
111,276
137,887
97,455
94,1272
80,255
125,1085
133,509
31,562
26,1554
127,811
92,644
138,525
136,1395
132,1175
43,894
28,989
23,792
142,1029
57,1605
78,431
117,1288
40,1082
6,791
68,290
49,1126
145,1335
49,1030
129,411
62,1025
84,1573
134,400
132,1483
141,418
140,1012
34,1068
49,221
141,1007
98,1112
18,1539
36,1191
39,721
20,797
103,362
12,262
68,806
117,528
133,1406
21,487
86,274
48,452
57,174
20,1007
138,303
93,298
145,753
85,1433
26,152
107,1492
147,1359
83,204
67,1058
3,495
80,343
30,1162
88,335
98,1014
43,1548
136,1251
143,344
132,504
3,162
136,450
97,770
47,1370
28,771
84,1548
24,1277
89,340
72,281
4,282
86,245
49,1086
93,855
3,1581
117,428
90,787
34,743
141,499
30,488
138,466
138,1382
82,542
65,1165
24,370
85,644
88,340
71,1009
46,1097
10,204
17,1320
33,784
80,800
106,1494
77,1044
32,514
134,1182
92,1646
123,194
5,1165
22,1109
89,1194
97,1485
100,531
68,965
121,670
44,153
76,311
87,404
136,382
42,932
25,979
129,1306
118,663
9,1117
132,153
97,802
144,1065
59,697
108,695
7,1100
137,1386
88,1549
45,1565
140,1261
44,909
60,478
9,1077
113,1407
80,1303
54,296
91,1581
28,1172
59,1028
63,1473
87,635
114,1557
6,311
58,1521
94,780
38,403
76,526
30,683
23,353
55,391
37,259
7,1611
68,1471
95,580
134,673
39,479
45,1593
6,316
40,232
100,936
88,1114
112,804
129,1183
48,369
137,1348
81,711
18,1623
27,309
84,1337
68,666
124,687
110,294
129,1411
96,1022
86,1323
66,239
73,977
142,1351
44,656
29,1315
39,1140
44,190
103,736
114,649
35,496
146,233
77,1287
43,487
57,622
121,225
28,929
55,357
14,664
76,717
82,859
21,867
10,1312
52,771
119,1391
94,833
148,657
52,588
112,641
147,340
7,956
77,1085
53,983
37,271
55,636
42,263
90,1478
131,540
105,1192
108,847
33,890
149,373
34,1255
25,1645
41,849
32,1359
38,1453
14,200
43,536
31,608
63,1416
139,1186
128,384
50,1101
142,939
94,944
44,570
89,612
128,1370
88,279
86,995
99,506
72,430
61,230
100,1150
117,295
118,950
126,376
148,1238
54,1458
24,834
26,484
49,1647
65,1522
80,1368
38,989
43,1218
76,336
11,636
137,245
94,764
115,839
98,921
4,1022
126,1183
78,955
3,593
75,814
33,1235
93,230
85,159
50,1358
110,1274
62,758
18,518
109,987
15,420
40,1454
25,860
41,1220
117,784
1,632
75,571
46,1034
137,440
19,371
115,1039
100,1093
78,174
40,633
86,173
78,715
75,1202
30,525
70,1564
3,559
30,1558
4,167
140,415
82,1344
147,244
8,763
36,1177
3,576
81,1217
112,1316
67,205
43,1624
124,891
119,443
50,1081
113,320
78,1065
125,588
96,180
79,781
116,1072
59,1162
103,464
54,1038
56,1584
11,285
10,1563
106,1438
76,1049
102,1642
139,1161
45,172
59,1116
19,1084
35,363
104,733
74,1443
100,1195
119,1635
93,802
129,1352
85,923
1,878
53,703
116,569
40,1431
60,1353
31,1342
99,1395
4,1377
33,1588
87,1427
133,1570
111,727
68,1332
109,914
123,1097
84,1547
93,520
139,1426
55,719
20,632
14,416
51,181
32,851
83,1199
45,683
101,405
70,973
33,1257
88,1387
130,561
5,1293
61,1082
102,1497
145,600
7,1408
14,1301
56,389
75,1177
63,1315
68,666
133,382
61,1511
32,1124
17,686
51,947
105,1207
101,707
8,782
68,892
89,606
109,1111
56,247
3,714
22,1138
101,1302
117,995
4,1546
135,435
113,1342
54,438
55,1583
29,1310
132,303
23,1035
140,1421
99,1343
105,1293
21,785
110,1614
109,444
132,1141
54,350
117,379
24,1133
86,637
147,1015
81,1108
11,1318
37,1602
50,785
45,465
51,707
49,1302
7,854
77,874
73,428
8,668
83,1623
17,1386
84,1104
64,1065
40,293
115,1091
37,959
25,917
26,359
107,1276
56,1608
3,482
124,277
34,202
106,779
49,362
145,413
48,162
144,516
1,1498
65,265
100,1076
96,847
9,641
48,492
138,1402
22,1577
85,794
131,1313
42,484
27,384
107,805
19,566
111,1448
96,1434
38,1408
75,866
37,1589
147,971
79,818
70,1621
86,806
74,868
132,172
110,745
76,171
83,868
97,183
66,356
113,1477
79,1468
86,596
62,1069
81,160
110,532
67,255
110,1597
106,1316
142,1153
111,1202
37,1361
24,1596
68,620
26,1554
105,608
4,178
141,1630
72,553
89,975
63,156
89,1452
61,669
24,458
137,368
56,1261
112,1304
123,1340
148,1223
68,277
119,795
128,338
70,458
142,228
3,748
77,1530
97,1257
42,717
143,213
134,969
138,657
75,446
95,1075
44,533
101,1149
83,207
142,785
50,282
128,1360
25,206
72,417
79,1432
4,1069
81,585
95,430
26,768
108,230
73,1164
9,1008
127,234
142,660
76,1434
63,1037
145,174
93,989
80,1623
7,672
49,930
35,199
128,994
93,1142
50,1379
125,1012
59,425
33,739
111,491
2,1338
80,1438
14,796
38,745
56,889
128,1420
1,568
30,487
131,627
38,449
142,1425
122,1481
44,589
40,721
129,549
119,1614
22,1319
129,1560
22,1350
27,1355
35,1336
107,350
85,1342
77,1373
98,1014
45,362
143,1464
97,694
119,1295
97,1086
89,1508
139,816
75,1070
7,1630
63,315
70,1064
68,1177
7,416
101,1121
125,505
148,891
22,501
69,1079
5,406
53,942
122,1314
44,1548
29,910
17,1334
52,1450
65,1440
114,688
110,336
38,1153
63,614
119,1139
12,570
146,1387
130,828
31,405
145,993
115,640
3,1164
146,1313
90,1299
146,1503
52,344
15,223
132,1064
98,401
46,417
21,1469
19,749
77,1346
120,398
99,1575
18,1011
11,1385
63,833
29,411
64,1174
120,1559
139,350
2,1100
65,1125
26,232
49,799
89,800
10,1309
19,917
29,667
109,992
30,308
36,300
49,1556
142,1272
86,571
116,1327
147,725
35,1239
41,418
132,839
26,536
58,290
139,1182
78,632
7,1146
39,1493
128,1374
71,1648
56,1096
134,680
56,965
132,684
82,1584
18,828
21,916
1,747
25,793
141,1319
7,1038
118,1084
111,448
3,398
7,704
71,1079
42,1232
147,762
92,273
130,990
25,206
137,1360
61,831
121,625
48,427
8,860
59,505
134,1419
68,401
104,663
85,1084
123,209
131,1164
16,1199
42,1182
103,1124
43,936
39,341
113,1331
30,943
6,981
122,804
106,1393
130,768
107,818
148,1559
3,1288
4,801
5,465
58,1077
96,1274
100,1454
7,1552
35,1364
13,481
16,1328
106,296
17,1526
67,812
109,1088
145,1167
65,489
18,270
74,1105
139,247
82,619
81,1457
18,923
99,186
22,1165
134,214
74,194
139,1254
43,152
2,1205
59,1389
138,1364
143,1130
68,608
79,399
93,1223
82,303
28,372
14,1159
22,655
14,1543
134,491
11,1163
140,341
40,1001
18,523
42,1552
15,315
100,287
69,278
149,203
46,546
143,1140
58,1067
48,722
107,1040
66,511
28,412
43,310
34,609
48,650
66,319
88,1435
104,1119
133,765
61,823
37,168
25,1135
44,871
17,1370
27,1329
60,1073
127,1586
6,644
6,224
147,709
99,1034
130,590
135,1634
136,486
126,1146
12,788
104,375
24,1376
5,192
24,323
32,385
47,381
123,1645
32,1583
29,713
25,1410
103,843
90,1505
71,806
68,1484
10,398
95,1083
68,1414
124,1296
3,1032
86,565
105,1567
63,1549
149,761
134,508
91,1482
29,1385
1,953
42,709
34,290
4,443
108,754
34,786
137,1015
41,516
12,1247
33,1099
70,971
41,161
134,311
133,681
49,515
92,879
141,863
79,716
138,1444
12,1011
44,1481
133,352
135,1184
116,960
149,1363
54,1249
119,931
10,1386
48,405
69,377
145,1325
3,1557
63,225
87,783
121,880
65,372
11,1542
138,768
89,1112
35,163
79,1375
34,503
42,1197
14,752
14,1431
77,444
16,214
149,237
24,347
92,208
44,1065
84,162
22,1297
6,791
67,1396
117,903
106,594
38,914
145,1251
136,1445
55,176
136,306
54,776
102,879
58,894
148,906
24,865
135,872
12,202
141,1243
52,1400
84,563
79,292
71,1478
73,1306
113,1405
13,1540
64,314
115,1563
104,1628
51,1641
89,1100
73,303
107,1343
136,1138
87,535
34,1297
67,190
27,1410
12,1240
123,1349
75,516
76,523
37,1247
93,924
24,701
49,981
4,1551
51,936
56,623
129,569
57,1353
58,464
82,1307
32,598
110,1429
96,684
147,1230
127,388
97,1532
30,971
41,975
136,611
81,1431
53,457
123,1242
115,642
12,1283
99,730
62,657
80,1058
22,1507
20,606
92,486
46,1367
75,1102
108,1460
40,923
65,1517
28,1427
2,1411
97,657
90,368
119,1589
7,1612
52,930
52,731
136,1059
32,1404
39,1116
122,276
83,709
83,1326
115,565
43,882
97,1517
78,650
75,605
149,1006
149,608
83,1171
122,1512
141,1436
44,1640
145,1527
7,502
20,200
31,604
59,1442
46,1102
16,1216
144,1479
146,1335
112,1645
2,719
118,468
59,1474
145,1130
98,565
77,1600
124,935
13,1308
96,786
131,510
77,527
52,679
26,693
129,584
14,1360
121,650
26,389
139,299
140,1080
81,1408
82,796
120,1567
133,830
113,1468
73,523
80,946
94,812
73,786
10,708
72,392
123,927
99,270
3,1093
2,1340
3,991
84,930
78,500
78,1463
138,944
62,1060
32,276
31,1185
84,780
57,1459
26,1165
76,801
9,693
21,1176
74,842
135,538
65,457
50,1585
77,320
107,700
75,175
51,423
123,602
50,1092
5,745
110,1120
108,1357
18,958
42,1581
98,1372
68,1352
16,1004
104,780
52,1314
50,556
137,901
109,302
63,682
126,749
64,396
67,715
124,1162
140,1644
53,164
142,781
79,1330
77,1558
115,1295
111,169
138,534
12,333
101,809
104,1593
28,1620
48,1420
109,1288
93,1216
128,261
123,1462
145,899
31,1153
148,1217
36,876
102,1373
55,1599
32,1246
60,1318
64,159
65,457
81,1503
140,1082
33,641
59,1611
95,183
126,750
138,621
29,859
63,575
103,977
98,1358
3,737
31,631
95,377
99,643
149,758
95,849
130,430
135,1425
23,1631
5,445
105,834
143,500
125,600
124,1193
100,1295
34,409
84,1533
51,855
12,639
55,789
66,748
136,501
23,495
61,1506
64,928
28,460
81,531
128,535
56,880
3,308
84,1088
20,462
50,1460
9,1120
147,1364
118,1414
74,532
15,273
64,1121
28,633
62,1091
32,809
78,651
138,1390
90,598
143,326
1,1227
6,168
69,998
105,381
95,983
11,1297
129,1033
41,1460
18,1466
15,695
144,1172
90,760
132,1132
91,1516
28,395
16,1485
90,1240
58,921
142,762
69,246
113,375
23,1231
128,805
124,1612
27,743
42,571
30,1414
113,1160
130,587
38,1536
24,1570
112,1442
117,344
57,834
133,1224
144,369
4,913
8,372
27,168
40,415
142,1130
46,1081
123,531
144,1202
132,1178
81,387
8,1385
119,1070
40,941
26,1218
87,936
137,195
92,822
131,905
37,1251
129,646
83,163
9,1075
54,947
17,812
53,776
54,1270
121,1270
41,1060
24,622
6,374
94,733
37,644
15,1584
136,1424
113,1426
133,364
74,765
15,1562
10,801
111,548
117,793
37,1152
110,547
22,222
26,1277
25,1225
119,1610
51,305
134,883
52,896
38,1183
54,1385
79,207
120,410
136,789
142,289
7,1095
92,443
143,1489
114,1050
87,893
46,1022
15,941
84,808
116,724
16,1210
147,1064
95,838
37,729
113,765
119,154
98,615
71,267
31,193
39,536
27,210
52,1330
44,1629
49,584
12,971
66,1360
81,1577
37,874
30,1265
33,890
6,744
22,1386
129,760
103,1204
113,753
38,1241
2,1001
75,610
53,1360
104,229
73,869
73,515
43,500
42,1358
46,1423
139,399
51,576
75,1332
15,202
123,1039
101,388
35,365
27,908
87,1590
38,940
23,581
72,1367
46,153
2,1376
17,1610
17,1350
135,1076
28,965
21,957
52,1635
34,1488
31,563
130,385
33,539
133,550
20,1623
48,1023
102,374
84,1484
132,184
78,1388
63,1301
3,1214
17,1508
58,1565
92,1413
124,877
112,1510
44,929
88,1389
34,1234
71,1197
87,1065
126,1255
52,1012
115,510
37,564
128,1169
17,164
2,828
24,779
73,696
114,440
78,1353
23,1130
71,911
76,1041
77,1596
22,324
20,561
114,1541
131,1620
46,576
131,1561
107,1554
73,632
10,759
52,1593
139,1552
63,1153
142,926
143,1334
4,570
96,185
59,1458
114,233
54,853
45,341
65,1550
69,887
127,1508
140,507
116,996
76,1618
26,266
99,441
26,562
34,1373
136,998
33,264
56,986
23,572
143,690
89,176
110,1149
131,1618
86,1090
115,812
146,855
130,1550
1,1141
108,1325
38,936
86,379
132,1328
5,1009
129,1204
143,529
15,198
81,179
30,1206
4,521
74,1189
114,1521
115,1407
51,580
20,511
60,1493
77,789
24,694
95,648
123,982
111,1514
33,1392
93,946
41,534
133,1384
101,1289
84,822
130,354
91,483
108,1156
17,1070
110,848
25,1636
71,1366
20,1634
22,413
60,424
43,208
144,1579
75,524
42,1503
57,772
121,864
84,910
125,1342
148,1052
140,1275
149,576
64,459
45,580
84,278
70,1378
79,1511
143,608
110,1445
114,1568
29,394
137,671
57,346
9,484
36,622
14,613
61,336
99,1090
67,636
81,777
133,1533
94,403
1,863
90,1206
102,189
132,1247
88,1163
66,320
10,211
119,179
8,1430
104,254
113,516
68,581
103,652
45,747
87,1024
104,1560
75,474
110,1470
21,433
54,873
86,254
74,836
89,789
145,584
144,1546
119,1297
25,737
38,1504
71,303
29,442
20,1100
40,618
30,1095
114,350
6,1111
51,799
133,1107
104,1486
23,1277
12,1036
134,1091
128,375
133,1095
3,243
132,982
138,1246
92,733
3,524
67,225
73,545
15,337
139,815
28,368
20,1590
26,1604
49,294
113,1379
20,1502
23,1054
81,173
2,538
39,1528
127,448
132,1111
81,663
33,1131
94,1429
69,943
37,838
53,1417
38,648
131,985
43,619
110,1545
10,1117
16,313
116,1444
56,256
71,1064
146,977
108,580
31,1021
147,1425
24,1037
74,314
68,1532
113,449
34,1118
149,1531
35,716
80,527
117,983
54,630
58,1009
20,679
116,740
101,1220
75,165
143,841
85,1465
137,664
55,1458
108,1095
65,1401
145,312
120,410
119,1485
91,1244
7,524
57,842
43,1612
124,450
31,391
129,196
95,499
110,1291
126,1324
109,748
19,181
134,951
131,1192
74,450
137,1371
4,1574
103,593
133,1545
114,490
93,495
58,511
57,1054
35,932
15,553
136,1062
69,1341
32,985
23,1269
90,1078
113,1074
81,1204
124,884
41,1614
123,411
59,1483
148,1555
31,689
144,909
94,187
84,1255
96,584
11,794
37,1080
27,730
92,1165
102,1153
139,922
42,803
3,1250
8,792
94,748
25,1316
95,1467
104,1519
9,660
4,911
137,211
69,585
127,1050
24,618
47,835
53,752
118,793
136,1253
9,1036
42,498
11,304
113,1050
117,601
7,876
47,1344
41,1325
114,1465
68,1266
98,1219
99,1625
77,320
135,1466
72,286
138,503
62,703
130,1097
72,1032
113,1036
127,457
63,1643
27,1394
17,244
84,777
141,1106
87,880
62,991
118,701
13,460
10,901
107,454
47,269
137,1023
27,1120
35,896
34,1419
103,1397
39,455
147,445
38,1361
16,897
43,543
138,1300
83,315
45,645
115,905
95,1355
16,385
80,1290
62,1185
92,405
20,1256
24,1307
35,1294
122,184
60,637
123,831
2,1469
82,371
130,838
149,1119
1,1618
81,570
121,1145
107,970
145,1255
16,969
83,1049
121,1280
6,1270
33,659
67,158
130,656
114,1298
26,468
46,839
17,1241
112,334
85,1541
103,463
29,591
102,337
7,1526
122,360
124,499
30,1021
46,607
50,1534
148,206
79,752
34,1102
64,690
53,337
116,888
95,1533
14,648
105,240
53,733
53,1568
58,329
83,741
60,1486
96,979
143,396
24,517
10,277
129,1382
80,1236
48,1048
99,1170
90,349
137,528
77,1515
90,873
91,156
53,1333
103,1625
49,554
50,345
101,1300
85,576
79,1314
145,955
131,1265
134,154
79,336
89,194
77,1278
39,1296
130,280
19,1077
37,812
64,1236
59,1125
88,759
10,251
130,1582
77,627
4,325
13,773
122,1208
99,593
116,1580
90,580
81,266
106,436
68,990
100,194
40,296
44,1525
7,1471
78,1456
41,670
96,428
11,1348
18,938
131,169
55,437
145,1436
109,838
9,855
41,988
76,1350
149,415
130,404
127,374
30,1149
142,167
29,835
82,419
69,1253
74,194
122,476
106,1342
91,943
122,1447
137,1628
51,888
104,186
131,428
25,1122
134,707
49,1472
2,868
105,210
19,1156
126,319
73,1533
126,727
113,953
26,821
51,275
5,780
67,1339
66,594
110,958
17,1170
2,187
78,1352
124,723
25,992
133,1362
67,707
99,1368
81,1027
108,1266
17,1076
3,464
147,204
120,1003
146,661
27,1560
85,406
9,1062
38,1387
71,882
88,1133
35,529
115,511
73,427
49,533
12,1010
17,383
64,976
60,405
149,372
28,1060
58,1321
126,979
55,1600
89,1236
41,1436
142,280
18,351
132,892
49,277
114,1253
16,808
98,994
46,1247
57,870
98,421
53,1627
1,366
20,364
82,952
12,355
34,459
105,1063
19,812
65,1537
67,1492
100,920
144,1050
4,1331
71,449
84,1362
13,963
145,1400
135,1612
89,1632
16,1574
90,1484
68,743
16,1625
85,711
25,642
122,504
72,1512
17,1499
122,1647
52,552
107,862
106,1481
129,275
49,1122
41,938
13,607
79,637
97,350
118,1142
17,1586
36,735
145,707
2,813
67,1109
139,755
124,1623
68,396
85,839
72,896
61,1598
24,760
128,1627
107,1511
80,651
18,1446
21,560
121,1516
42,534
106,1242
118,474
15,929
69,819
132,486
132,1105
125,429
139,1263
31,473
35,403
63,309
100,373
97,546
18,344
125,810
70,1435
30,1104
85,1638
17,1045
87,464
130,966
77,871
80,418
108,827
10,255
26,195
74,1500
34,1096
146,803
129,1648
85,738
52,1136
122,1590
119,226
27,1138
106,1248
113,1570
132,557
149,1018
145,518
41,1057
103,1097
2,204
128,799
94,1046
9,1117
107,1304
61,1477
6,1582
103,533
52,812
114,686
67,1326
147,1600
73,672
136,827
69,179
31,1584
44,323
20,1051
139,1261
32,1377
32,455
110,661
122,1249
137,220
25,281
25,1561
25,500
114,592
93,376
116,1125
69,917
87,868
144,485
1,625
45,210
37,212
60,887
6,1275
98,1420
137,1417
69,356
11,728
113,913
114,327
89,1286
54,1394
28,590
106,895
8,903
123,1027
68,281
112,408
23,544
118,278
38,1142
2,1037
130,378
10,1105
135,1024
26,363
50,1569
103,888
40,905
8,418
6,309
143,755
115,561
2,1562
90,437
51,1602
18,1356
88,1353
126,693
26,402
129,1271
80,779
46,524
128,500
28,867
148,1190
106,283
36,1068
129,1398
85,460
67,1424
30,168
86,1500
22,425
13,917
70,952
69,1580
15,1306
120,1377
135,969
116,1512
136,1550
96,307
144,527
23,1557
101,316
55,454
139,1430
38,1152
100,1414
22,427
34,1477
41,265
131,920
1,1217
127,753
99,895
97,190
24,245
39,977
123,1266
52,993
126,662
130,796
30,568
81,1575
66,879
145,1042
93,668
59,304
70,247
63,1476
11,376
76,1571
57,1095
64,768
147,1150
68,1318
6,891
70,892
124,1355
49,1234
36,690
39,1105
115,1088
66,1087
115,1402
130,764
84,1135
11,1173
145,1375
105,332
89,1627
139,946
147,313
56,415
38,296
30,1407
141,865
149,509
103,744
120,1614
39,692
110,1019
5,531
29,226
120,306
110,936
144,1217
27,566
82,1043
105,1477
128,1527
6,1444
139,288
106,1379
55,490
126,369
102,1601
116,246
52,1206
22,1181
39,1493
64,1497
83,1034
89,716
25,1411
41,609
67,283
138,1097
104,369
96,608
14,1508
37,1378
141,737
9,426
117,1293
113,663
8,851
126,812
94,849
35,1053
138,661
125,923
76,755
57,1389
31,1155
23,1038
20,174
35,433
54,1091
88,629
26,1552
44,1421
131,761
95,1321
79,1056
104,1280
84,302
99,239
20,412
126,1632
139,340
99,269
32,729
78,344
16,349
14,1396
144,163
96,1304
64,421
113,569
77,398
71,364
104,328
148,976
52,777
116,1590
135,1510
9,807
32,876
3,264
7,794
63,1252
102,340
95,694
37,939
115,1084
85,1349
120,1317
57,1264
50,502
97,1322
129,1347
48,1274
78,1144
75,443
6,1569
77,1431
115,1547
121,240
41,1599
118,1087
121,1525
66,844
143,314
53,1171
140,1436
138,1475
19,409
131,1424
28,668
20,706
122,1353
2,1343
76,1528
135,664
40,1084
72,1049
82,623
2,222
41,1355
55,1393
108,869
90,765
35,394
33,1188
125,1225
27,670
3,862
126,726
78,513
33,995
86,796
103,1090
148,253
64,944
82,995
110,765
138,325
128,1634
32,669
82,445
91,298
97,974
64,1374
66,856
103,1619
92,1630
118,1535
103,950
5,967
124,1537
64,592
12,1491
146,1578
90,777
37,896
144,302
1,1488
73,753
43,1491
121,227
85,1108
12,748
109,748
52,1612
29,983
68,1248
65,1066
135,1131
92,1258
146,1538
143,1144
137,375
85,1526
54,685
127,1242
45,775
7,1274
5,606
73,1628
84,1046
101,1569
24,1570
62,1084
83,601
45,712
69,733
143,362
36,1639
79,757
38,346
10,1644
28,600
83,1252
98,515
85,233
35,541
18,574
18,678
16,386
38,1229
38,1024
18,1149
76,1212
7,611
10,1609
91,1635
125,1379
85,630
22,708
97,578
129,1074
74,1007
54,269
1,695
6,1058
108,250
86,169
71,378
147,990
115,170
47,1382
97,711
148,1542
22,454
75,354
26,283
82,1457
135,1037
39,640
84,1319
120,399
58,578
101,1173
15,620
24,507
43,1012
34,159
109,612
38,455
72,664
85,944
23,1017
85,341
106,794
25,594
57,365
124,192
126,217
31,711
46,373
49,1246
100,1369
148,1312
2,1415
73,269
69,1075
16,655
105,662
65,441
69,639
54,311
15,830
102,1497
53,172
146,689
93,1243
79,409
6,370
1,819
64,1046
10,920
71,429
20,1024
30,1323
102,203
135,1597
145,357
38,1287
146,539
148,1468
16,1227
148,1593
108,685
138,1435
72,1335
77,811
146,1038
79,657
131,1352
58,1323
31,322
93,489
44,503
17,848
10,599
40,735
121,1207
29,1367
107,1082
22,251
75,1414
80,1141
50,483
58,431
94,532
31,941
119,1187
77,1105
117,491
83,1427
36,999
58,642
107,1493
144,1458
7,172
85,746
139,1001
120,1577
95,361
34,919
102,343
126,899
138,1464
62,480
122,755
2,422
1,1364
91,474
31,324
5,356
63,1106
40,1064
22,766
61,571
32,165
116,1127
77,550
84,322
120,1578
98,1449
17,1620
21,1241
43,1534
67,1523
55,693
61,1323
28,654
7,216
134,436
83,1400
136,534
86,860
28,570
41,1172
131,278
103,874
50,714
14,207
48,838
45,472
82,371
135,1024
15,472
124,713
92,952
87,542
149,1142
66,223
103,370
23,504
76,920
72,1111
25,1401
27,1130
85,869
95,314
42,1136
124,1303
23,970
86,1638
79,1480
129,894
4,1581
32,599
135,571
81,490
22,1478
123,1022
49,435
123,1566
40,1438
58,1585
129,1568
11,634
20,282
56,247
84,1613
92,248
66,1284
78,381
93,327
2,1602
79,852
12,479
69,776
141,428
104,167
104,866
39,743
44,355
32,1491
115,1546
8,635
108,1000
145,376
19,483
123,977
132,660
6,1551
142,1104
119,1112
47,420
77,1306
130,224
77,318
95,1566
79,377
6,590
91,692
83,1280
24,1309
54,670
35,222
99,1420
20,1378
27,526
126,1499
18,308
94,659
92,683
3,1041
136,560
116,1224
136,363
4,842
6,179
138,1416
128,1009
70,212
44,161
35,951
138,1319
1,188
72,313
26,1291
118,1382
20,1510
83,970
39,260
72,1204
64,460
88,1312
67,1274
10,247
126,1264
96,1583
122,337
143,959
111,585
112,204
100,962
94,721
34,1344
57,223
3,1101
34,771
38,1498
99,976
94,1053
25,590
130,887
76,1121
53,615
28,156
142,200
57,1096
45,1256
87,989
27,1203
31,1616
98,1508
17,1194
136,1292
35,970
54,472
20,1463
70,1282
111,1298
31,1085
144,746
28,1029
85,250
102,796
79,1418
75,1204
34,168
59,244
138,565
143,181
24,967
141,300
2,1144
35,1288
29,1593
2,640
144,214
121,402
37,305
11,465
123,165
7,1579
118,1397
136,378
79,633
102,1311
137,1148
142,971
103,190
112,457
87,1393
31,1403
109,1497
53,883
2,417
17,243
106,1256
121,1027
19,1635
23,1096
72,256
145,1638
87,1462
108,784
67,1043
51,1440
7,804
118,361
63,1473
80,959
21,841
50,670
40,1353
76,1130
3,201
130,566
103,432
134,1313
59,1235
69,1541
32,225
95,1371
72,1647
68,742
18,1465
3,1116
131,646
35,613
141,1317
76,1595
103,243
6,621
77,364
68,832
144,387
39,1281
13,1323
20,839
43,1126
43,912
15,237
68,1254
99,944
8,1298
120,1133
7,1195
3,999
78,594
33,1214
87,1260
114,291
117,1448
72,1190
71,1101
116,1343
23,599
141,463
14,983
18,790
90,515
45,1533
41,314
38,750
29,1045
148,412
90,1514
126,1625
134,538
57,1518
128,989
117,938
21,1260
56,1246
68,1271
84,762
92,1030
109,679
1,1339
108,1563
96,211
102,272
122,1083
144,1520
56,1526
20,476
127,918
140,935
55,645
123,1247
105,815
98,811
41,397
87,237
132,721
102,994
116,908
102,1050
90,872
109,1629
26,1227
4,696
146,1208
112,264
80,1020
60,432
97,1588
98,1492
116,725
119,685
69,1526
57,1179
98,568
61,375
141,1280
143,1572
65,361
122,266
17,421
15,182
98,670
52,878
107,1161
3,1121
53,844
42,600
120,699
51,1423
30,178
78,1039
146,307
44,293
125,1074
45,1296
55,923
71,835
115,1581
30,1066
113,829
49,1063
3,1488
145,1507
80,530
8,971
60,1242
121,151
13,462
27,938
91,971
61,1382
91,1415
113,760
7,1422
48,225
17,603
93,1541
129,1222
13,305
142,453
104,393
21,1318
143,425
82,756
115,562
42,372
107,1089
85,830
9,303
25,1557
68,1441
5,408
145,951
142,285
27,184
18,1647
45,524
49,1143
140,387
134,884
13,1505
95,1632
44,1573
103,1559
134,662
69,1608
82,1350
17,1132
124,248
133,547
59,1515
135,823
127,1450
49,1210
3,1397
60,560
28,1612
137,1225
149,1168
45,295
49,1237
78,1118
41,1298
128,711
96,813
118,940
125,1412
7,956
19,1649
72,1153
113,1241
25,779
130,1105
123,332
91,1342
91,1347
103,1597
35,900
143,1242
125,1395
42,365
12,1352
112,527
73,1447
62,1392
105,1285
137,931
14,1613
143,872
110,873
48,655
7,1199
86,638
144,816
132,538
40,383
140,714
111,585
133,288
84,1015
18,1474
25,821
52,1417
42,160
133,816
24,1166
95,749
109,1491
9,873
121,1536
102,428
2,637
94,163
24,1283
118,994
140,1147
129,1367
127,204
89,529
98,1318
47,972
98,1074
103,814
131,664
106,1595
60,532
78,1322
51,921
102,1491
116,1233
39,287
68,781
91,472
109,372
132,277
115,541
106,1626
1,505
38,1615
110,200
16,153
77,324
136,1176
117,1148
95,1416
40,974
149,1427
35,1213
148,1480
73,513
99,981
79,710
60,217
56,516
127,1106
65,868
109,663
148,766
147,940
32,1520
81,341
138,1186
20,315
86,1532
116,1320
